Date,Tm,Home_Away,Opp,W/L,R,RA,D/N,Streak
"Monday, Jun 27",BOS,@,TOR,L,2.0,7.0,N,-1
"Tuesday, Jun 28",BOS,@,TOR,L-wo,5.0,6.0,N,-2
"Wednesday, Jun 29",BOS,@,TOR,W,6.0,5.0,N,1
"Friday, Jul 1",BOS,@,CHC,L,5.0,6.0,D,-1
"Saturday, Jul 2",BOS,@,CHC,L,1.0,3.0,N,-2
"Sunday, Jul 3",BOS,@,CHC,W,4.0,2.0,D,1
"Monday, Jul 4",BOS,Home,TBR,W,4.0,0.0,D,2
"Tuesday, Jul 5",BOS,Home,TBR,L,4.0,8.0,N,-1
"Wednesday, Jul 6",BOS,Home,TBR,L,1.0,7.0,N,-2
"Thursday, Jul 7",BOS,Home,NYY,L,5.0,6.0,N,-3
"Friday, Jul 8",BOS,Home,NYY,L,5.0,12.0,N,-4
"Saturday, Jul 9",BOS,Home,NYY,W-wo,6.0,5.0,N,1
"Sunday, Jul 10",BOS,Home,NYY,W,11.0,6.0,N,2
"Monday, Jul 11",BOS,@,TBR,L,5.0,10.0,N,-1
"Tuesday, Jul 12",BOS,@,TBR,L,2.0,3.0,N,-2
"Wednesday, Jul 13",BOS,@,TBR,L,1.0,4.0,N,-3
"Thursday, Jul 14",BOS,@,TBR,L,4.0,5.0,N,-4
"Friday, Jul 15",BOS,@,NYY,W,5.0,4.0,N,1
"Saturday, Jul 16",BOS,@,NYY,L,1.0,14.0,N,-1
"Sunday, Jul 17",BOS,@,NYY,L,2.0,13.0,D,-2
"Friday, Jul 22",BOS,Home,TOR,L,5.0,28.0,N,-3
"Saturday, Jul 23",BOS,Home,TOR,L,1.0,4.0,D,-4
"Sunday, Jul 24",BOS,Home,TOR,L,4.0,8.0,D,-5
"Monday, Jul 25",BOS,Home,CLE,W,3.0,1.0,N,1
"Tuesday, Jul 26",BOS,Home,CLE,L,3.0,8.0,N,-1
"Wednesday, Jul 27",BOS,Home,CLE,L,6.0,7.0,N,-2
"Thursday, Jul 28",BOS,Home,CLE,W,4.0,2.0,N,1
"Friday, Jul 29",BOS,Home,MIL,L,1.0,4.0,N,-1
"Saturday, Jul 30",BOS,Home,MIL,L,4.0,9.0,D,-2
"Sunday, Jul 31",BOS,Home,MIL,W,7.0,2.0,D,1
"Monday, Aug 1",BOS,@,HOU,W,3.0,2.0,N,2
"Tuesday, Aug 2",BOS,@,HOU,W,2.0,1.0,N,3
"Wednesday, Aug 3",BOS,@,HOU,L,1.0,6.0,D,-1
"Thursday, Aug 4",BOS,@,KCR,L,3.0,7.0,N,-2
"Friday, Aug 5",BOS,@,KCR,W,7.0,4.0,N,1
"Saturday, Aug 6",BOS,@,KCR,L-wo,4.0,5.0,N,-1
"Sunday, Aug 7",BOS,@,KCR,L,5.0,13.0,D,-2
"Tuesday, Aug 9",BOS,Home,ATL,L,7.0,9.0,N,-3
"Wednesday, Aug 10",BOS,Home,ATL,L,4.0,8.0,N,-4
"Thursday, Aug 11",BOS,Home,BAL,W,4.0,3.0,N,1
"Friday, Aug 12",BOS,Home,NYY,W-wo,3.0,2.0,N,2
"Saturday, Aug 13",BOS,Home,NYY,L,2.0,3.0,N,-1
"Sunday, Aug 14",BOS,Home,NYY,W,3.0,0.0,N,1
"Tuesday, Aug 16",BOS,@,PIT,W,5.0,3.0,N,2
"Wednesday, Aug 17",BOS,@,PIT,W,8.0,3.0,N,3
"Thursday, Aug 18",BOS,@,PIT,L,2.0,8.0,N,-1
"Friday, Aug 19",BOS,@,BAL,L,10.0,15.0,N,-2
"Saturday, Aug 20",BOS,@,BAL,W,4.0,3.0,D,1
"Sunday, Aug 21",BOS,@,BAL,L,3.0,5.0,N,-1
"Tuesday, Aug 23",BOS,Home,TOR,L,3.0,9.0,N,-2
"Wednesday, Aug 24",BOS,Home,TOR,L,2.0,3.0,N,-3
"Thursday, Aug 25",BOS,Home,TOR,L,5.0,6.0,N,-4
"Friday, Aug 26",BOS,Home,TBR,W,9.0,8.0,N,1
"Saturday, Aug 27",BOS,Home,TBR,W,5.0,1.0,D,2
"Sunday, Aug 28",BOS,Home,TBR,L,4.0,12.0,D,-1
"Monday, Aug 29",BOS,@,MIN,L,2.0,4.0,N,-2
"Tuesday, Aug 30",BOS,@,MIN,L,5.0,10.0,N,-3
"Wednesday, Aug 31",BOS,@,MIN,W,6.0,5.0,N,1
"Thursday, Sep 1",BOS,Home,TEX,W-wo,9.0,8.0,N,2
"Friday, Sep 2",BOS,Home,TEX,W,9.0,1.0,N,3
"Saturday, Sep 3",BOS,Home,TEX,W,5.0,3.0,D,4
"Sunday, Sep 4",BOS,Home,TEX,W,5.0,2.0,D,5
"Monday, Sep 5",BOS,@,TBR,L,3.0,4.0,D,-1
"Tuesday, Sep 6",BOS,@,TBR,L,4.0,8.0,N,-2
"Wednesday, Sep 7",BOS,@,TBR,L,0.0,1.0,N,-3
"Friday, Sep 9",BOS,@,BAL,L,2.0,3.0,N,-4
"Saturday, Sep 10",BOS,@,BAL,W,17.0,4.0,N,1
"Sunday, Sep 11",BOS,@,BAL,W,1.0,0.0,D,2
"Tuesday, Sep 13",BOS,Home,NYY,L,6.0,7.0,N,-1
"Wednesday, Sep 14",BOS,Home,NYY,L,3.0,5.0,N,-2
"Friday, Sep 16",BOS,Home,KCR,W,2.0,1.0,N,1
"Saturday, Sep 17",BOS,Home,KCR,L,0.0,9.0,D,-1
"Sunday, Sep 18",BOS,Home,KCR,W,13.0,3.0,D,1
"Tuesday, Sep 20",BOS,@,CIN,W,5.0,3.0,N,2
"Wednesday, Sep 21",BOS,@,CIN,L,1.0,5.0,N,-1
"Thursday, Sep 22",BOS,@,NYY,L-wo,4.0,5.0,N,-2
"Friday, Sep 23",BOS,@,NYY,L,4.0,5.0,N,-3
"Saturday, Sep 24",BOS,@,NYY,L,5.0,7.0,D,-4
"Sunday, Sep 25",BOS,@,NYY,L,0.0,2.0,N,-5
"Monday, Sep 26",BOS,Home,BAL,L,8.0,14.0,N,-6
"Tuesday, Sep 27",BOS,Home,BAL,W,13.0,9.0,N,1
"Wednesday, Sep 28",BOS,Home,BAL,W,3.0,1.0,N,2
"Thursday, Sep 29",BOS,Home,BAL,W,5.0,3.0,D,3
"Friday, Sep 30",BOS,@,TOR,L,0.0,9.0,N,-1
"Saturday, Oct 1",BOS,@,TOR,L,0.0,10.0,D,-2
"Sunday, Oct 2",BOS,@,TOR,L,3.0,6.0,D,-3
"Monday, Oct 3",BOS,Home,TBR,W,4.0,3.0,N,1
"Tuesday, Oct 4",BOS,Home,TBR,W,6.0,0.0,N,2
"Wednesday, Oct 5",BOS,Home,TBR,W,6.0,3.0,D,3
"Friday, Apr 8",BAL,@,TBR,L,1.0,2.0,D,-1
"Saturday, Apr 9",BAL,@,TBR,L,3.0,5.0,D,-2
"Sunday, Apr 10",BAL,@,TBR,L,0.0,8.0,D,-3
"Monday, Apr 11",BAL,Home,MIL,W,2.0,0.0,D,1
"Tuesday, Apr 12",BAL,Home,MIL,L,4.0,5.0,N,-1
"Wednesday, Apr 13",BAL,Home,MIL,L,2.0,4.0,N,-2
"Friday, Apr 15",BAL,Home,NYY,W-wo,2.0,1.0,N,1
"Saturday, Apr 16",BAL,Home,NYY,L,2.0,5.0,N,-1
"Sunday, Apr 17",BAL,Home,NYY,W,5.0,0.0,D,1
"Monday, Apr 18",BAL,@,OAK,L,1.0,5.0,N,-1
"Tuesday, Apr 19",BAL,@,OAK,L,1.0,2.0,N,-2
"Wednesday, Apr 20",BAL,@,OAK,W,1.0,0.0,D,1
"Thursday, Apr 21",BAL,@,OAK,L,4.0,6.0,D,-1
"Friday, Apr 22",BAL,@,LAA,W,5.0,3.0,N,1
"Saturday, Apr 23",BAL,@,LAA,W,5.0,4.0,N,2
"Sunday, Apr 24",BAL,@,LAA,L,6.0,7.0,D,-1
"Tuesday, Apr 26",BAL,@,NYY,L,8.0,12.0,N,-2
"Wednesday, Apr 27",BAL,@,NYY,L,2.0,5.0,N,-3
"Thursday, Apr 28",BAL,@,NYY,L,5.0,10.0,D,-4
"Monday, May 2",BAL,Home,MIN,L,1.0,2.0,N,-1
"Tuesday, May 3",BAL,Home,MIN,L,2.0,7.0,N,-2
"Wednesday, May 4",BAL,Home,MIN,W,9.0,4.0,N,1
"Thursday, May 5",BAL,Home,MIN,W,5.0,3.0,N,2
"Sunday, May 8 (1)",BAL,Home,KCR,L,4.0,6.0,D,-1
"Sunday, May 8 (2)",BAL,Home,KCR,W,4.0,2.0,D,1
"Monday, May 9",BAL,Home,KCR,W,6.0,1.0,D,2
"Tuesday, May 10",BAL,@,STL,W,5.0,3.0,N,3
"Wednesday, May 11",BAL,@,STL,L,1.0,10.0,N,-1
"Thursday, May 12",BAL,@,STL,W,3.0,2.0,D,1
"Friday, May 13",BAL,@,DET,L,2.0,4.0,N,-1
"Saturday, May 14",BAL,@,DET,L,0.0,3.0,D,-2
"Sunday, May 15",BAL,@,DET,L,1.0,5.0,D,-3
"Monday, May 16",BAL,Home,NYY,L,2.0,6.0,N,-4
"Tuesday, May 17",BAL,Home,NYY,L,4.0,5.0,N,-5
"Wednesday, May 18",BAL,Home,NYY,L,2.0,3.0,N,-6
"Thursday, May 19",BAL,Home,NYY,W-wo,9.0,6.0,D,1
"Friday, May 20",BAL,Home,TBR,W-wo,8.0,6.0,N,2
"Saturday, May 21",BAL,Home,TBR,L,1.0,6.0,N,-1
"Sunday, May 22",BAL,Home,TBR,W-wo,7.0,6.0,D,1
"Monday, May 23",BAL,@,NYY,W,6.0,4.0,N,2
"Tuesday, May 24",BAL,@,NYY,L-wo,6.0,7.0,N,-1
"Wednesday, May 25",BAL,@,NYY,L,0.0,2.0,N,-2
"Tuesday, May 31",BAL,Home,SEA,L,0.0,10.0,N,-1
"Wednesday, Jun 1",BAL,Home,SEA,W,9.0,2.0,N,1
"Thursday, Jun 2",BAL,Home,SEA,L,6.0,7.0,N,-1
"Friday, Jun 3",BAL,Home,CLE,L,3.0,6.0,N,-2
"Saturday, Jun 4",BAL,Home,CLE,W,5.0,4.0,D,1
"Sunday, Jun 5",BAL,Home,CLE,L,2.0,3.0,D,-1
"Tuesday, Jun 7",BAL,Home,CHC,W,9.0,3.0,N,1
"Thursday, Jun 9",BAL,@,KCR,L,5.0,7.0,N,-1
"Friday, Jun 10",BAL,@,KCR,L,1.0,8.0,N,-2
"Saturday, Jun 11",BAL,@,KCR,W,6.0,4.0,D,1
"Sunday, Jun 12",BAL,@,KCR,W,10.0,7.0,D,2
"Monday, Jun 13",BAL,@,TOR,L,1.0,11.0,N,-1
"Tuesday, Jun 14",BAL,@,TOR,W,6.0,5.0,N,1
"Wednesday, Jun 15",BAL,@,TOR,L-wo,6.0,7.0,N,-1
"Thursday, Jun 16",BAL,@,TOR,W,10.0,2.0,D,1
"Friday, Jun 17",BAL,Home,TBR,W,1.0,0.0,N,2
"Saturday, Jun 18",BAL,Home,TBR,L,6.0,7.0,D,-1
"Sunday, Jun 19",BAL,Home,TBR,W,2.0,1.0,D,1
"Tuesday, Jun 21",BAL,Home,WSN,L,0.0,3.0,N,-1
"Wednesday, Jun 22",BAL,Home,WSN,W,7.0,0.0,N,1
"Thursday, Jun 23",BAL,@,CHW,W,4.0,0.0,N,2
"Friday, Jun 24",BAL,@,CHW,W,4.0,1.0,N,3
"Saturday, Jun 25",BAL,@,CHW,W,6.0,2.0,D,4
"Sunday, Jun 26",BAL,@,CHW,L,3.0,4.0,D,-1
"Monday, Jun 27",BAL,@,SEA,W,9.0,2.0,N,1
"Tuesday, Jun 28",BAL,@,SEA,L,0.0,2.0,N,-1
"Wednesday, Jun 29",BAL,@,SEA,L,3.0,9.0,D,-2
"Friday, Jul 1",BAL,@,MIN,L-wo,2.0,3.0,N,-3
"Saturday, Jul 2",BAL,@,MIN,L-wo,3.0,4.0,D,-4
"Sunday, Jul 3",BAL,@,MIN,W,3.0,1.0,D,1
"Monday, Jul 4",BAL,Home,TEX,W-wo,7.0,6.0,D,2
"Tuesday, Jul 5",BAL,Home,TEX,W-wo,10.0,9.0,N,3
"Wednesday, Jul 6",BAL,Home,TEX,W,2.0,1.0,N,4
"Thursday, Jul 7",BAL,Home,LAA,W,4.0,1.0,N,5
"Friday, Jul 8",BAL,Home,LAA,W-wo,5.0,4.0,N,6
"Saturday, Jul 9",BAL,Home,LAA,W,1.0,0.0,D,7
"Sunday, Jul 10",BAL,Home,LAA,W,9.0,5.0,D,8
"Tuesday, Jul 12",BAL,@,CHC,W,4.0,2.0,N,9
"Wednesday, Jul 13",BAL,@,CHC,W,7.0,1.0,N,10
"Friday, Jul 15",BAL,@,TBR,L,4.0,5.0,N,-1
"Saturday, Jul 16",BAL,@,TBR,W,6.0,4.0,D,1
"Sunday, Jul 17",BAL,@,TBR,L,5.0,7.0,D,-1
"Friday, Jul 22",BAL,Home,NYY,L,6.0,7.0,N,-2
"Saturday, Jul 23",BAL,Home,NYY,W,6.0,3.0,N,1
"Sunday, Jul 24",BAL,Home,NYY,L,0.0,6.0,D,-1
"Monday, Jul 25",BAL,Home,TBR,W,5.0,1.0,N,1
"Tuesday, Jul 26",BAL,Home,TBR,W,5.0,3.0,N,2
"Wednesday, Jul 27",BAL,Home,TBR,L,4.0,6.0,N,-1
"Thursday, Jul 28",BAL,Home,TBR,W,3.0,0.0,D,1
"Friday, Jul 29",BAL,@,CIN,W,6.0,2.0,N,2
"Saturday, Jul 30",BAL,@,CIN,L,2.0,8.0,N,-1
"Sunday, Jul 31",BAL,@,CIN,L,2.0,3.0,D,-2
"Monday, Aug 1",BAL,@,TEX,W,7.0,2.0,N,1
"Tuesday, Aug 2",BAL,@,TEX,W,8.0,2.0,N,2
"Wednesday, Aug 3",BAL,@,TEX,W,6.0,3.0,D,3
"Friday, Aug 5",BAL,Home,PIT,W,1.0,0.0,N,4
"Saturday, Aug 6",BAL,Home,PIT,W,6.0,3.0,N,5
"Sunday, Aug 7",BAL,Home,PIT,L,1.0,8.0,D,-1
"Monday, Aug 8",BAL,Home,TOR,W,7.0,4.0,N,1
"Tuesday, Aug 9",BAL,Home,TOR,W,6.0,5.0,N,2
"Friday, Aug 12",BAL,@,TBR,W,10.0,3.0,N,1
"Saturday, Aug 13",BAL,@,TBR,L,2.0,8.0,D,-1
"Sunday, Aug 14",BAL,@,TBR,L,1.0,4.0,D,-2
"Monday, Aug 15",BAL,@,TOR,W,7.0,3.0,N,1
"Tuesday, Aug 16",BAL,@,TOR,W,4.0,2.0,N,2
"Wednesday, Aug 17",BAL,@,TOR,L,1.0,6.0,D,-1
"Thursday, Aug 18",BAL,Home,CHC,L,2.0,3.0,D,-2
"Tuesday, Aug 23",BAL,Home,CHW,W,5.0,3.0,N,2
"Wednesday, Aug 24",BAL,Home,CHW,L,3.0,5.0,N,-1
"Thursday, Aug 25",BAL,Home,CHW,W-wo,4.0,3.0,N,1
"Friday, Aug 26",BAL,@,HOU,W,2.0,0.0,N,2
"Saturday, Aug 27",BAL,@,HOU,W,3.0,1.0,N,3
"Sunday, Aug 28",BAL,@,HOU,L,1.0,3.0,D,-1
"Tuesday, Aug 30",BAL,@,CLE,L,1.0,5.0,N,-2
"Wednesday, Aug 31",BAL,@,CLE,W,4.0,0.0,N,1
"Thursday, Sep 1",BAL,@,CLE,W,3.0,0.0,N,2
"Friday, Sep 2",BAL,Home,OAK,W,5.0,2.0,N,3
"Saturday, Sep 3",BAL,Home,OAK,W,8.0,1.0,N,4
"Sunday, Sep 4",BAL,Home,OAK,L,0.0,5.0,D,-1
"Monday, Sep 5 (1)",BAL,Home,TOR,L,3.0,7.0,D,-2
"Monday, Sep 5 (2)",BAL,Home,TOR,L,4.0,8.0,D,-3
"Tuesday, Sep 6",BAL,Home,TOR,W,9.0,6.0,N,1
"Wednesday, Sep 7",BAL,Home,TOR,L,1.0,4.0,N,-1
"Tuesday, Sep 13",BAL,@,WSN,W,4.0,3.0,N,1
"Wednesday, Sep 14",BAL,@,WSN,W,6.0,2.0,N,2
"Friday, Sep 16",BAL,@,TOR,L,3.0,6.0,N,-1
"Saturday, Sep 17",BAL,@,TOR,L,3.0,6.0,D,-2
"Sunday, Sep 18",BAL,@,TOR,W,5.0,4.0,D,1
"Monday, Sep 19",BAL,Home,DET,L,0.0,11.0,N,-1
"Tuesday, Sep 20",BAL,Home,DET,L,2.0,3.0,N,-2
"Wednesday, Sep 21",BAL,Home,DET,W,8.0,1.0,N,1
"Thursday, Sep 22",BAL,Home,HOU,W,2.0,0.0,N,2
"Friday, Sep 23",BAL,Home,HOU,W,6.0,0.0,N,3
"Saturday, Sep 24",BAL,Home,HOU,L,10.0,11.0,N,-1
"Sunday, Sep 25",BAL,Home,HOU,L,3.0,6.0,D,-2
"Friday, Sep 30",BAL,@,NYY,W,2.0,1.0,N,1
"Saturday, Oct 1",BAL,@,NYY,L,0.0,8.0,D,-1
"Sunday, Oct 2",BAL,@,NYY,W,3.0,1.0,D,1
"Monday, Oct 3",BAL,Home,TOR,L,1.0,5.0,N,-1
"Wednesday, Oct 5 (1)",BAL,Home,TOR,W,5.0,4.0,D,1
"Wednesday, Oct 5 (2)",BAL,Home,TOR,L,1.0,5.0,D,-1
"Monday, Apr 11",NYY,Home,TOR,L,0.0,3.0,N,-2
"Tuesday, Apr 12",NYY,Home,TOR,W,4.0,0.0,N,1
"Wednesday, Apr 13",NYY,Home,TOR,L,4.0,6.0,N,-1
"Thursday, Apr 14",NYY,Home,TOR,W,3.0,0.0,N,1
"Tuesday, Apr 19",NYY,@,DET,W,4.0,2.0,N,1
"Wednesday, Apr 20",NYY,@,DET,W,5.0,3.0,N,2
"Thursday, Apr 21",NYY,@,DET,L,0.0,3.0,D,-1
"Friday, Apr 22",NYY,Home,CLE,W,4.0,1.0,N,1
"Saturday, Apr 23",NYY,Home,CLE,W-wo,5.0,4.0,D,2
"Sunday, Apr 24",NYY,Home,CLE,W,10.0,2.0,D,3
"Friday, Apr 29",NYY,@,KCR,W,12.0,2.0,N,7
"Saturday, Apr 30",NYY,@,KCR,W,3.0,0.0,N,8
"Sunday, May 1",NYY,@,KCR,W,6.0,4.0,D,9
"Monday, May 2",NYY,@,TOR,W,3.0,2.0,N,10
"Tuesday, May 3",NYY,@,TOR,W,9.0,1.0,N,11
"Wednesday, May 4",NYY,@,TOR,L,1.0,2.0,N,-1
"Sunday, May 8 (1)",NYY,Home,TEX,W-wo,2.0,1.0,D,1
"Sunday, May 8 (2)",NYY,Home,TEX,L,2.0,4.0,D,-1
"Monday, May 9",NYY,Home,TEX,W,1.0,0.0,D,1
"Tuesday, May 10",NYY,Home,TOR,W-wo,6.0,5.0,N,2
"Wednesday, May 11",NYY,Home,TOR,W,5.0,3.0,D,3
"Thursday, May 12",NYY,@,CHW,W,15.0,7.0,N,4
"Friday, May 13",NYY,@,CHW,W,10.0,4.0,N,5
"Saturday, May 14",NYY,@,CHW,L-wo,2.0,3.0,N,-1
"Sunday, May 15",NYY,@,CHW,W,5.0,1.0,D,1
"Saturday, May 21",NYY,Home,CHW,W,7.0,5.0,D,1
"Sunday, May 22 (1)",NYY,Home,CHW,L,1.0,3.0,D,-1
"Sunday, May 22 (2)",NYY,Home,CHW,L,0.0,5.0,N,-2
"Thursday, May 26",NYY,@,TBR,W,7.0,2.0,N,3
"Friday, May 27",NYY,@,TBR,W,2.0,0.0,N,4
"Saturday, May 28",NYY,@,TBR,L,1.0,3.0,D,-1
"Sunday, May 29",NYY,@,TBR,L,2.0,4.0,D,-2
"Tuesday, May 31",NYY,Home,LAA,W,9.0,1.0,N,1
"Thursday, Jun 2 (1)",NYY,Home,LAA,W,6.0,1.0,D,2
"Thursday, Jun 2 (2)",NYY,Home,LAA,W,2.0,1.0,N,3
"Friday, Jun 3",NYY,Home,DET,W,13.0,0.0,N,4
"Saturday, Jun 4",NYY,Home,DET,W,3.0,0.0,D,5
"Sunday, Jun 5",NYY,Home,DET,W-wo,5.0,4.0,D,6
"Tuesday, Jun 7",NYY,@,MIN,W,10.0,4.0,N,7
"Wednesday, Jun 8",NYY,@,MIN,L,1.0,8.0,N,-1
"Thursday, Jun 9",NYY,@,MIN,W,10.0,7.0,N,1
"Friday, Jun 10",NYY,Home,CHC,W-wo,2.0,1.0,N,2
"Saturday, Jun 11",NYY,Home,CHC,W,8.0,0.0,N,3
"Sunday, Jun 12",NYY,Home,CHC,W,18.0,4.0,D,4
"Tuesday, Jun 14",NYY,Home,TBR,W,2.0,0.0,N,5
"Wednesday, Jun 15",NYY,Home,TBR,W,4.0,3.0,N,6
"Thursday, Jun 16",NYY,Home,TBR,W-wo,2.0,1.0,N,7
"Friday, Jun 17",NYY,@,TOR,W,12.0,3.0,N,8
"Saturday, Jun 18",NYY,@,TOR,W,4.0,0.0,D,9
"Sunday, Jun 19",NYY,@,TOR,L,9.0,10.0,D,-1
"Monday, Jun 20",NYY,@,TBR,W,4.0,2.0,N,1
"Tuesday, Jun 21",NYY,@,TBR,L,4.0,5.0,N,-1
"Wednesday, Jun 22",NYY,@,TBR,W,5.0,4.0,N,1
"Thursday, Jun 23",NYY,Home,HOU,W-wo,7.0,6.0,N,2
"Friday, Jun 24",NYY,Home,HOU,L,1.0,3.0,N,-1
"Saturday, Jun 25",NYY,Home,HOU,L,0.0,3.0,D,-2
"Sunday, Jun 26",NYY,Home,HOU,W-wo,6.0,3.0,D,1
"Monday, Jun 27",NYY,Home,OAK,W,9.0,5.0,N,2
"Tuesday, Jun 28",NYY,Home,OAK,W,2.0,1.0,N,3
"Wednesday, Jun 29",NYY,Home,OAK,W,5.0,3.0,D,4
"Thursday, Jun 30",NYY,@,HOU,L,1.0,2.0,N,-1
"Saturday, Jul 2 (1)",NYY,@,CLE,W,13.0,4.0,D,1
"Saturday, Jul 2 (2)",NYY,@,CLE,W,6.0,1.0,N,2
"Sunday, Jul 3",NYY,@,CLE,L,0.0,2.0,D,-1
"Tuesday, Jul 5",NYY,@,PIT,L,2.0,5.0,N,-2
"Wednesday, Jul 6",NYY,@,PIT,W,16.0,0.0,N,1
"Tuesday, Jul 12",NYY,Home,CIN,L,3.0,4.0,N,-3
"Wednesday, Jul 13",NYY,Home,CIN,W-wo,7.0,6.0,N,1
"Thursday, Jul 14",NYY,Home,CIN,L,6.0,7.0,N,-1
"Thursday, Jul 21 (1)",NYY,@,HOU,L-wo,2.0,3.0,D,-1
