date,home_team,away_team,win,home_runs_scored,away_runs_scored,day,game_id
2020-08-10,MIL,MIN,0,2.0,4.0,0,2020-08-10_MIL_MIN
2020-08-11,MIL,MIN,1,6.0,4.0,0,2020-08-11_MIL_MIN
2020-08-12,MIL,MIN,0,2.0,12.0,0,2020-08-12_MIL_MIN
2020-08-24,MIL,CIN,1,4.0,2.0,0,2020-08-24_CIN_MIL
2020-08-25,MIL,CIN,1,3.0,2.0,0,2020-08-25_CIN_MIL
2020-08-27,MIL,CIN,0,1.0,6.0,1,2020-08-27_CIN_MIL
2020-08-27,MIL,CIN,0,0.0,6.0,0,2020-08-27_CIN_MIL
2020-08-28,MIL,PIT,1,9.0,1.0,0,2020-08-28_MIL_PIT
2020-08-29,MIL,PIT,1,7.0,6.0,0,2020-08-29_MIL_PIT
2020-08-30,MIL,PIT,0,1.0,5.0,1,2020-08-30_MIL_PIT
2020-08-31,MIL,PIT,1,6.0,5.0,0,2020-08-31_MIL_PIT
2020-09-01,MIL,DET,0,1.0,12.0,0,2020-09-01_DET_MIL
2020-09-02,MIL,DET,1,8.0,5.0,0,2020-09-02_DET_MIL
2020-09-11,MIL,CHC,1,1.0,0.0,0,2020-09-11_CHC_MIL
2020-09-12,MIL,CHC,0,2.0,4.0,0,2020-09-12_CHC_MIL
2020-09-13,MIL,CHC,0,0.0,12.0,1,2020-09-13_CHC_MIL
2020-09-14,MIL,STL,1,2.0,1.0,1,2020-09-14_MIL_STL
2020-09-14,MIL,STL,0,2.0,3.0,0,2020-09-14_MIL_STL
2020-09-15,MIL,STL,1,18.0,3.0,0,2020-09-15_MIL_STL
2020-09-16,MIL,STL,0,2.0,4.0,1,2020-09-16_MIL_STL
2020-09-16,MIL,STL,1,6.0,0.0,0,2020-09-16_MIL_STL
2020-09-18,MIL,KCR,1,9.0,5.0,0,2020-09-18_KCR_MIL
2020-09-19,MIL,KCR,1,5.0,0.0,0,2020-09-19_KCR_MIL
2020-09-20,MIL,KCR,1,5.0,3.0,1,2020-09-20_KCR_MIL
2020-07-24,STL,PIT,1,5.0,4.0,0,2020-07-24_PIT_STL
2020-07-25,STL,PIT,1,9.0,1.0,1,2020-07-25_PIT_STL
2020-07-26,STL,PIT,0,1.0,5.0,1,2020-07-26_PIT_STL
2020-08-20,STL,CIN,1,5.0,4.0,0,2020-08-20_CIN_STL
2020-08-21,STL,CIN,0,2.0,4.0,0,2020-08-21_CIN_STL
2020-08-22,STL,CIN,1,3.0,0.0,0,2020-08-22_CIN_STL
2020-08-23,STL,CIN,1,6.0,2.0,1,2020-08-23_CIN_STL
2020-08-24,STL,KCR,1,9.0,3.0,0,2020-08-24_KCR_STL
2020-08-25,STL,KCR,0,4.0,5.0,0,2020-08-25_KCR_STL
2020-08-26,STL,KCR,1,6.0,5.0,0,2020-08-26_KCR_STL
2020-08-27,STL,PIT,0,3.0,4.0,1,2020-08-27_PIT_STL
2020-08-27,STL,PIT,0,0.0,2.0,0,2020-08-27_PIT_STL
2020-08-28,STL,CLE,0,2.0,14.0,0,2020-08-28_CLE_STL
2020-08-29,STL,CLE,0,1.0,2.0,1,2020-08-29_CLE_STL
2020-08-30,STL,CLE,1,7.0,2.0,1,2020-08-30_CLE_STL
2020-09-08,STL,MIN,0,3.0,7.0,1,2020-09-08_MIN_STL
2020-09-08,STL,MIN,1,6.0,4.0,0,2020-09-08_MIN_STL
2020-09-10,STL,DET,1,12.0,2.0,1,2020-09-10_DET_STL
2020-09-10,STL,DET,0,3.0,6.0,1,2020-09-10_DET_STL
2020-09-11,STL,CIN,0,1.0,3.0,0,2020-09-11_CIN_STL
2020-09-12,STL,CIN,1,7.0,1.0,0,2020-09-12_CIN_STL
2020-09-13,STL,CIN,0,5.0,10.0,1,2020-09-13_CIN_STL
2020-09-24,STL,MIL,1,4.0,2.0,0,2020-09-24_MIL_STL
2020-09-25,STL,MIL,0,0.0,3.0,1,2020-09-25_MIL_STL
2020-09-25,STL,MIL,1,9.0,1.0,0,2020-09-25_MIL_STL
2020-09-26,STL,MIL,0,0.0,3.0,0,2020-09-26_MIL_STL
2020-09-27,STL,MIL,1,5.0,2.0,1,2020-09-27_MIL_STL
2020-07-27,PIT,MIL,0,5.0,6.0,0,2020-07-27_MIL_PIT
2020-07-28,PIT,MIL,1,8.0,6.0,0,2020-07-28_MIL_PIT
2020-07-29,PIT,MIL,0,0.0,3.0,0,2020-07-29_MIL_PIT
2020-08-05,PIT,MIN,0,2.0,5.0,0,2020-08-05_MIN_PIT
2020-08-06,PIT,MIN,1,6.0,5.0,1,2020-08-06_MIN_PIT
2020-08-07,PIT,DET,0,13.0,17.0,0,2020-08-07_DET_PIT
2020-08-08,PIT,DET,0,5.0,11.0,1,2020-08-08_DET_PIT
2020-08-09,PIT,DET,0,1.0,2.0,1,2020-08-09_DET_PIT
2020-08-18,PIT,CLE,0,3.0,6.0,0,2020-08-18_CLE_PIT
2020-08-19,PIT,CLE,0,1.0,6.0,0,2020-08-19_CLE_PIT
2020-08-20,PIT,CLE,0,0.0,2.0,0,2020-08-20_CLE_PIT
2020-08-21,PIT,MIL,1,7.0,2.0,0,2020-08-21_MIL_PIT
2020-08-22,PIT,MIL,1,12.0,5.0,1,2020-08-22_MIL_PIT
2020-08-23,PIT,MIL,1,5.0,4.0,1,2020-08-23_MIL_PIT
2020-09-01,PIT,CHC,0,7.0,8.0,0,2020-09-01_CHC_PIT
2020-09-02,PIT,CHC,0,2.0,8.0,0,2020-09-02_CHC_PIT
2020-09-03,PIT,CHC,1,6.0,2.0,1,2020-09-03_CHC_PIT
2020-09-04,PIT,CIN,0,2.0,4.0,1,2020-09-04_CIN_PIT
2020-09-04,PIT,CIN,1,4.0,3.0,0,2020-09-04_CIN_PIT
2020-09-05,PIT,CIN,0,2.0,6.0,0,2020-09-05_CIN_PIT
2020-09-06,PIT,CIN,1,3.0,2.0,1,2020-09-06_CIN_PIT
2020-09-08,PIT,CHW,1,5.0,4.0,0,2020-09-08_CHW_PIT
2020-09-09,PIT,CHW,0,1.0,8.0,0,2020-09-09_CHW_PIT
2020-09-17,PIT,STL,1,5.0,1.0,0,2020-09-17_PIT_STL
2020-09-18,PIT,STL,0,5.0,6.0,1,2020-09-18_PIT_STL
2020-09-18,PIT,STL,0,2.0,7.0,0,2020-09-18_PIT_STL
2020-09-19,PIT,STL,0,4.0,5.0,0,2020-09-19_PIT_STL
2020-09-20,PIT,STL,0,1.0,2.0,1,2020-09-20_PIT_STL
2020-09-21,PIT,CHC,0,0.0,5.0,0,2020-09-21_CHC_PIT
2020-09-22,PIT,CHC,1,3.0,2.0,0,2020-09-22_CHC_PIT
2020-09-23,PIT,CHC,1,2.0,1.0,0,2020-09-23_CHC_PIT
2020-09-24,PIT,CHC,1,7.0,0.0,1,2020-09-24_CHC_PIT
2020-07-24,SDP,ARI,1,7.0,2.0,0,2020-07-24_ARI_SDP
2020-07-25,SDP,ARI,1,5.0,1.0,0,2020-07-25_ARI_SDP
2020-07-26,SDP,ARI,0,3.0,4.0,1,2020-07-26_ARI_SDP
2020-07-27,SDP,ARI,1,6.0,2.0,1,2020-07-27_ARI_SDP
2020-08-03,SDP,LAD,1,5.0,4.0,0,2020-08-03_LAD_SDP
2020-08-04,SDP,LAD,0,2.0,5.0,0,2020-08-04_LAD_SDP
2020-08-05,SDP,LAD,0,6.0,7.0,0,2020-08-05_LAD_SDP
2020-08-07,SDP,ARI,1,3.0,0.0,0,2020-08-07_ARI_SDP
2020-08-08,SDP,ARI,0,2.0,3.0,0,2020-08-08_ARI_SDP
2020-08-09,SDP,ARI,1,9.0,5.0,1,2020-08-09_ARI_SDP
2020-08-19,SDP,TEX,1,6.0,3.0,0,2020-08-19_SDP_TEX
2020-08-20,SDP,TEX,1,8.0,7.0,0,2020-08-20_SDP_TEX
2020-08-21,SDP,HOU,1,4.0,3.0,0,2020-08-21_HOU_SDP
2020-08-22,SDP,HOU,1,13.0,2.0,0,2020-08-22_HOU_SDP
2020-08-23,SDP,HOU,1,5.0,3.0,1,2020-08-23_HOU_SDP
2020-08-25,SDP,SEA,0,3.0,8.0,0,2020-08-25_SDP_SEA
2020-08-27,SDP,SEA,1,10.0,7.0,1,2020-08-27_SDP_SEA
2020-08-27,SDP,SEA,0,3.0,8.0,1,2020-08-27_SDP_SEA
2020-09-07,SDP,COL,1,1.0,0.0,0,2020-09-07_COL_SDP
2020-09-08,SDP,COL,1,14.0,5.0,0,2020-09-08_COL_SDP
2020-09-09,SDP,COL,1,5.0,3.0,0,2020-09-09_COL_SDP
2020-09-10,SDP,SFG,1,6.0,1.0,0,2020-09-10_SDP_SFG
2020-09-13,SDP,SFG,1,6.0,0.0,1,2020-09-13_SDP_SFG
2020-09-13,SDP,SFG,1,3.0,1.0,1,2020-09-13_SDP_SFG
2020-09-14,SDP,LAD,1,7.0,2.0,0,2020-09-14_LAD_SDP
2020-09-15,SDP,LAD,0,1.0,3.0,0,2020-09-15_LAD_SDP
2020-09-16,SDP,LAD,0,5.0,7.0,1,2020-09-16_LAD_SDP
2020-09-18,SDP,SEA,1,6.0,1.0,0,2020-09-18_SDP_SEA
2020-09-19,SDP,SEA,0,1.0,4.0,0,2020-09-19_SDP_SEA
2020-09-20,SDP,SEA,1,7.0,4.0,1,2020-09-20_SDP_SEA
2020-09-22,SDP,LAA,0,2.0,4.0,0,2020-09-22_LAA_SDP
2020-09-23,SDP,LAA,0,2.0,5.0,1,2020-09-23_LAA_SDP
2020-07-28,SFG,SDP,0,3.0,5.0,0,2020-07-28_SDP_SFG
2020-07-29,SFG,SDP,1,7.0,6.0,0,2020-07-29_SDP_SFG
2020-07-30,SFG,SDP,0,7.0,12.0,0,2020-07-30_SDP_SFG
2020-07-31,SFG,TEX,1,9.0,2.0,0,2020-07-31_SFG_TEX
2020-08-01,SFG,TEX,1,7.0,3.0,0,2020-08-01_SFG_TEX
2020-08-02,SFG,TEX,0,5.0,9.0,1,2020-08-02_SFG_TEX
2020-08-14,SFG,OAK,0,7.0,8.0,0,2020-08-14_OAK_SFG
2020-08-15,SFG,OAK,0,6.0,7.0,1,2020-08-15_OAK_SFG
2020-08-16,SFG,OAK,0,3.0,15.0,1,2020-08-16_OAK_SFG
2020-08-19,SFG,LAA,1,7.0,2.0,0,2020-08-19_LAA_SFG
2020-08-20,SFG,LAA,1,10.0,5.0,0,2020-08-20_LAA_SFG
2020-08-21,SFG,ARI,1,6.0,2.0,0,2020-08-21_ARI_SFG
2020-08-22,SFG,ARI,1,5.0,1.0,0,2020-08-22_ARI_SFG
2020-08-23,SFG,ARI,1,6.0,1.0,1,2020-08-23_ARI_SFG
2020-08-25,SFG,LAD,1,10.0,8.0,0,2020-08-25_LAD_SFG
2020-08-27,SFG,LAD,0,0.0,7.0,1,2020-08-27_LAD_SFG
2020-08-27,SFG,LAD,0,0.0,2.0,1,2020-08-27_LAD_SFG
2020-09-04,SFG,ARI,0,5.0,6.0,0,2020-09-04_ARI_SFG
2020-09-05,SFG,ARI,1,4.0,3.0,0,2020-09-05_ARI_SFG
2020-09-06,SFG,ARI,1,4.0,2.0,1,2020-09-06_ARI_SFG
2020-09-07,SFG,ARI,1,4.0,2.0,0,2020-09-07_ARI_SFG
2020-09-08,SFG,SEA,1,6.0,5.0,0,2020-09-08_SEA_SFG
2020-09-09,SFG,SEA,1,10.0,1.0,0,2020-09-09_SEA_SFG
2020-09-16,SFG,SEA,1,9.0,3.0,0,2020-09-16_SEA_SFG
2020-09-17,SFG,SEA,1,6.0,4.0,1,2020-09-17_SEA_SFG
2020-09-21,SFG,COL,0,2.0,7.0,0,2020-09-21_COL_SFG
2020-09-22,SFG,COL,1,5.0,2.0,0,2020-09-22_COL_SFG
2020-09-23,SFG,COL,1,7.0,2.0,0,2020-09-23_COL_SFG
2020-09-24,SFG,COL,0,4.0,5.0,1,2020-09-24_COL_SFG
2020-09-25,SFG,SDP,1,5.0,4.0,1,2020-09-25_SDP_SFG
2020-09-25,SFG,SDP,0,5.0,6.0,0,2020-09-25_SDP_SFG
2020-09-26,SFG,SDP,0,2.0,6.0,0,2020-09-26_SDP_SFG
2020-09-27,SFG,SDP,0,4.0,5.0,1,2020-09-27_SDP_SFG
2020-07-23,WSN,NYY,0,1.0,4.0,0,2020-07-23_NYY_WSN
2020-07-25,WSN,NYY,1,9.0,2.0,0,2020-07-25_NYY_WSN
2020-07-26,WSN,NYY,0,2.0,3.0,1,2020-07-26_NYY_WSN
2020-07-27,WSN,TOR,0,1.0,4.0,0,2020-07-27_TOR_WSN
2020-07-28,WSN,TOR,0,1.0,5.0,0,2020-07-28_TOR_WSN
2020-07-29,WSN,TOR,1,4.0,0.0,0,2020-07-29_TOR_WSN
2020-07-30,WSN,TOR,1,6.0,4.0,1,2020-07-30_TOR_WSN
2020-08-04,WSN,NYM,1,5.0,3.0,0,2020-08-04_NYM_WSN
2020-08-05,WSN,NYM,0,1.0,3.0,0,2020-08-05_NYM_WSN
2020-08-07,WSN,BAL,0,0.0,11.0,0,2020-08-07_BAL_WSN
2020-08-08,WSN,BAL,0,3.0,5.0,0,2020-08-08_BAL_WSN
2020-08-09,WSN,BAL,0,2.0,6.0,0,2020-08-09_BAL_WSN
2020-08-21,WSN,MIA,0,2.0,3.0,0,2020-08-21_MIA_WSN
2020-08-22,WSN,MIA,1,5.0,4.0,1,2020-08-22_MIA_WSN
2020-08-22,WSN,MIA,0,3.0,5.0,0,2020-08-22_MIA_WSN
2020-08-23,WSN,MIA,1,9.0,3.0,1,2020-08-23_MIA_WSN
2020-08-24,WSN,MIA,0,8.0,11.0,0,2020-08-24_MIA_WSN
2020-08-25,WSN,PHI,0,3.0,8.0,0,2020-08-25_PHI_WSN
2020-08-26,WSN,PHI,0,2.0,3.0,0,2020-08-26_PHI_WSN
2020-09-07,WSN,TBR,1,6.0,1.0,0,2020-09-07_TBR_WSN
2020-09-08,WSN,TBR,1,5.0,3.0,0,2020-09-08_TBR_WSN
2020-09-10,WSN,ATL,0,6.0,7.0,0,2020-09-10_ATL_WSN
2020-09-11,WSN,ATL,1,8.0,7.0,0,2020-09-11_ATL_WSN
2020-09-12,WSN,ATL,0,1.0,2.0,0,2020-09-12_ATL_WSN
2020-09-13,WSN,ATL,0,4.0,8.0,1,2020-09-13_ATL_WSN
2020-09-21,WSN,PHI,1,5.0,1.0,0,2020-09-21_PHI_WSN
2020-09-22,WSN,PHI,1,5.0,1.0,1,2020-09-22_PHI_WSN
2020-09-22,WSN,PHI,1,8.0,7.0,0,2020-09-22_PHI_WSN
2020-09-23,WSN,PHI,0,3.0,12.0,0,2020-09-23_PHI_WSN
2020-09-24,WSN,NYM,0,2.0,3.0,0,2020-09-24_NYM_WSN
2020-09-26,WSN,NYM,1,4.0,3.0,1,2020-09-26_NYM_WSN
2020-09-26,WSN,NYM,1,5.0,3.0,0,2020-09-26_NYM_WSN
2020-09-27,WSN,NYM,1,15.0,5.0,1,2020-09-27_NYM_WSN
