SEASON_YEAR,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,WL,HOME_AWAY,PTS,PTS_AGAINST,GOALS,ASSISTS,POINTS,PIM,HITS,POWER_PLAY_GOALS,SHOTS,SHOOTING_PCT,BLOCKED_SHOTS,TAKEAWAYS,GIVEAWAYS,SAVES,SHOTS_AGAINST,GOALS_AGAINST,SAVE_PCT,EVEN_STRENGTH_GOALS_AGAINST,POWER_PLAY_GOALS_AGAINST,SHORT_HANDED_GOALS_AGAINST
2024-2025,2024020009,2024-10-10,VAN,VAN vs. CGY,L,HOME,5,6,5,9,14,15,17,2,24,0.20833333333333334,12,6,14,20,26,6,0.7692307692307693,4,1,0
2024-2025,2024020010,2024-10-10,VGK,VGK vs. COL,W,HOME,8,4,8,15,23,6,19,2,21,0.38095238095238093,18,9,17,28,32,4,0.875,3,1,0
2024-2025,2024020008,2024-10-10,WPG,WPG @ EDM,W,AWAY,6,0,6,12,18,2,11,2,20,0.3,29,5,16,30,30,0,1.0,0,0,0
2024-2025,2024020020,2024-10-11,CAR,CAR vs. TBL,L,HOME,1,4,1,1,2,12,19,0,21,0.047619047619047616,11,1,16,19,21,2,0.9047619047619048,0,2,0
2024-2025,2024020018,2024-10-11,CBJ,CBJ @ MIN,L,AWAY,2,3,2,4,6,6,21,1,33,0.06060606060606061,8,1,15,23,26,3,0.8846153846153846,2,1,0
2024-2025,2024020017,2024-10-11,DAL,DAL @ NSH,W,AWAY,4,3,4,8,12,10,11,1,20,0.2,13,2,19,33,36,3,0.9166666666666666,2,1,0
2024-2025,2024020014,2024-10-11,DET,DET vs. PIT,L,HOME,3,6,3,6,9,4,22,1,32,0.09375,12,7,14,22,28,6,0.7857142857142857,5,1,0
2024-2025,2024020018,2024-10-11,MIN,MIN vs. CBJ,W,HOME,3,2,3,6,9,4,17,1,26,0.11538461538461539,18,2,11,31,33,2,0.9393939393939394,1,1,0
2024-2025,2024020017,2024-10-11,NSH,NSH vs. DAL,L,HOME,3,4,3,5,8,6,21,1,36,0.08333333333333333,16,10,22,16,20,4,0.8,3,1,0
2024-2025,2024020014,2024-10-11,PIT,PIT @ DET,W,AWAY,6,3,6,9,15,10,22,1,28,0.21428571428571427,16,4,13,29,32,3,0.90625,2,1,0
2024-2025,2024020019,2024-10-11,SJS,SJS vs. STL,L,HOME,4,5,4,6,10,4,21,1,29,0.13793103448275862,23,5,19,35,40,5,0.875,5,0,0
2024-2025,2024020019,2024-10-11,STL,STL @ SJS,W,AWAY,5,4,5,8,13,4,18,0,40,0.125,15,5,16,25,29,4,0.8620689655172413,2,1,0
2024-2025,2024020020,2024-10-11,TBL,TBL @ CAR,W,AWAY,4,1,4,8,12,8,20,2,23,0.17391304347826086,19,3,18,20,21,1,0.9523809523809523,1,0,0
2024-2025,2024020024,2024-10-12,BOS,BOS vs. LAK,W,HOME,2,1,2,3,5,10,32,0,26,0.07692307692307693,19,8,9,33,34,1,0.9705882352941176,1,0,0
2024-2025,2024020025,2024-10-12,BUF,BUF vs. FLA,W,HOME,5,2,5,7,12,6,26,0,27,0.18518518518518517,16,7,14,23,25,2,0.92,1,1,0
2024-2025,2024020021,2024-10-12,CHI,CHI @ WPG,L,AWAY,1,2,1,1,2,4,19,0,26,0.038461538461538464,16,3,9,33,35,2,0.9428571428571428,2,0,0
2024-2025,2024020028,2024-10-12,DET,DET vs. NSH,W,HOME,3,0,3,4,7,6,22,0,22,0.13636363636363635,31,9,21,42,42,0,1.0,0,0,0
2024-2025,2024020025,2024-10-12,FLA,FLA @ BUF,L,AWAY,2,5,2,4,6,8,26,1,25,0.08,14,11,11,22,26,4,0.8461538461538461,4,0,0
2024-2025,2024020024,2024-10-12,LAK,LAK @ BOS,L,AWAY,1,2,1,2,3,10,26,0,34,0.029411764705882353,15,10,13,24,26,2,0.9230769230769231,2,0,0
2024-2025,2024020027,2024-10-12,MTL,MTL vs. OTT,W,HOME,4,1,4,8,12,10,21,1,26,0.15384615384615385,22,3,14,24,25,1,0.96,1,0,0
2024-2025,2024020031,2024-10-12,NJD,NJD @ WSH,W,AWAY,5,3,5,10,15,8,19,0,33,0.15151515151515152,15,3,16,29,32,3,0.90625,2,1,0
2024-2025,2024020028,2024-10-12,NSH,NSH @ DET,L,AWAY,0,3,0,0,0,4,19,0,42,0.0,12,8,21,19,21,2,0.9047619047619048,2,0,0
2024-2025,2024020030,2024-10-12,NYR,NYR vs. UTA,L,HOME,5,6,5,8,13,26,18,1,34,0.14705882352941177,13,4,22,20,26,6,0.7692307692307693,5,1,0
2024-2025,2024020027,2024-10-12,OTT,OTT @ MTL,L,AWAY,1,4,1,2,3,8,20,0,25,0.04,11,6,16,22,26,4,0.8461538461538461,3,1,0
2024-2025,2024020022,2024-10-12,PHI,PHI @ VAN,W,AWAY,3,2,2,4,6,8,21,1,31,0.06451612903225806,20,7,15,24,26,2,0.9230769230769231,2,0,0
2024-2025,2024020026,2024-10-12,PIT,PIT @ TOR,L,AWAY,2,4,2,3,5,6,14,1,23,0.08695652173913043,10,12,9,29,32,3,0.90625,3,0,0
2024-2025,2024020023,2024-10-12,STL,STL @ VGK,L,AWAY,3,4,3,6,9,4,20,1,22,0.13636363636363635,11,10,13,24,28,4,0.8571428571428571,4,0,0
2024-2025,2024020026,2024-10-12,TOR,TOR vs. PIT,W,HOME,4,2,4,4,8,8,17,0,33,0.12121212121212122,17,8,16,21,23,2,0.9130434782608695,1,1,0
2024-2025,2024020030,2024-10-12,UTA,UTA @ NYR,W,AWAY,6,5,6,8,14,24,12,1,26,0.23076923076923078,15,6,22,29,34,5,0.8529411764705882,4,1,0
2024-2025,2024020022,2024-10-12,VAN,VAN vs. PHI,L,HOME,2,3,2,3,5,8,29,0,26,0.07692307692307693,12,8,10,29,31,2,0.9354838709677419,1,1,0
2024-2025,2024020023,2024-10-12,VGK,VGK vs. STL,W,HOME,4,3,4,7,11,4,11,0,28,0.14285714285714285,15,4,18,19,22,3,0.8636363636363636,2,1,0
2024-2025,2024020021,2024-10-12,WPG,WPG vs. CHI,W,HOME,2,1,2,3,5,2,14,0,35,0.05714285714285714,10,5,14,25,26,1,0.9615384615384616,1,0,0
2024-2025,2024020031,2024-10-12,WSH,WSH vs. NJD,L,HOME,3,5,3,5,8,10,21,1,32,0.09375,18,8,17,28,32,4,0.875,4,0,0
2024-2025,2024020037,2024-10-13,ANA,ANA @ SJS,W,AWAY,2,0,2,3,5,8,16,0,30,0.06666666666666667,18,5,15,30,30,0,1.0,0,0,0
2024-2025,2024020034,2024-10-13,CBJ,CBJ @ COL,W,AWAY,6,4,6,9,15,10,9,1,23,0.2608695652173913,19,8,13,26,30,4,0.8666666666666667,2,2,0
2024-2025,2024020035,2024-10-13,CGY,CGY vs. PHI,W,HOME,6,3,6,12,18,15,29,2,32,0.1875,15,5,21,37,40,3,0.925,1,1,0
2024-2025,2024020036,2024-10-13,CHI,CHI @ EDM,W,AWAY,5,2,5,10,15,6,16,3,20,0.25,35,9,10,36,38,2,0.9473684210526315,1,1,0
2024-2025,2024020034,2024-10-13,COL,COL vs. CBJ,L,HOME,4,6,4,8,12,18,27,2,30,0.13333333333333333,13,10,11,17,22,5,0.7727272727272727,5,0,0
2024-2025,2024020032,2024-10-13,DAL,DAL vs. NYI,W,HOME,3,0,3,5,8,0,21,0,27,0.1111111111111111,14,5,14,34,34,0,1.0,0,0,0
2024-2025,2024020036,2024-10-13,EDM,EDM vs. CHI,L,HOME,2,5,2,4,6,6,9,1,38,0.05263157894736842,12,13,9,15,20,5,0.75,2,3,0
2024-2025,2024020033,2024-10-13,MIN,MIN vs. SEA,L,HOME,4,5,4,8,12,4,38,1,38,0.10526315789473684,8,2,11,30,34,4,0.8823529411764706,3,1,0
2024-2025,2024020038,2024-10-13,MIN,MIN @ WPG,L,AWAY,1,2,1,1,2,4,18,0,27,0.037037037037037035,15,8,19,33,35,2,0.9428571428571428,1,1,0
2024-2025,2024020032,2024-10-13,NYI,NYI @ DAL,L,AWAY,0,3,0,0,0,4,17,0,34,0.0,13,5,20,24,26,2,0.9230769230769231,2,0,0
2024-2025,2024020035,2024-10-13,PHI,PHI @ CGY,L,AWAY,3,6,3,6,9,27,28,1,40,0.075,17,3,12,26,31,5,0.8387096774193549,3,2,0
2024-2025,2024020033,2024-10-13,SEA,SEA @ MIN,W,AWAY,5,4,4,8,12,4,21,1,34,0.11764705882352941,15,6,11,34,38,4,0.8947368421052632,3,1,0
2024-2025,2024020037,2024-10-13,SJS,SJS vs. ANA,L,HOME,0,2,0,0,0,12,17,0,30,0.0,10,6,13,28,29,1,0.9655172413793104,1,0,0
2024-2025,2024020038,2024-10-13,WPG,WPG vs. MIN,W,HOME,2,1,2,3,5,6,16,1,35,0.05714285714285714,11,7,18,26,27,1,0.9629629629629629,1,0,0
2024-2025,2024020041,2024-10-14,ANA,ANA @ VGK,L,AWAY,1,3,1,0,1,8,23,0,23,0.043478260869565216,15,5,11,29,32,3,0.90625,2,1,0
2024-2025,2024020042,2024-10-14,BOS,BOS vs. FLA,L,HOME,3,4,3,6,9,21,40,0,27,0.1111111111111111,8,4,13,22,26,4,0.8461538461538461,2,1,0
2024-2025,2024020040,2024-10-14,CGY,CGY @ EDM,W,AWAY,4,1,4,4,8,2,28,0,29,0.13793103448275862,17,4,23,25,26,1,0.9615384615384616,1,0,0
2024-2025,2024020039,2024-10-14,DAL,DAL vs. SEA,W,HOME,2,0,2,4,6,10,13,0,23,0.08695652173913043,14,5,13,25,25,0,1.0,0,0,0
2024-2025,2024020045,2024-10-14,DET,DET @ NYR,L,AWAY,1,4,1,2,3,8,19,0,32,0.03125,17,3,14,24,27,3,0.8888888888888888,2,1,0
2024-2025,2024020040,2024-10-14,EDM,EDM vs. CGY,L,HOME,1,4,1,2,3,6,15,0,26,0.038461538461538464,17,8,20,25,28,3,0.8928571428571429,3,0,0
2024-2025,2024020042,2024-10-14,FLA,FLA @ BOS,W,AWAY,4,3,4,2,6,19,36,1,26,0.15384615384615385,7,6,10,24,27,3,0.8888888888888888,3,0,0
2024-2025,2024020043,2024-10-14,LAK,LAK @ OTT,L,AWAY,7,8,7,10,17,17,22,3,26,0.2692307692307692,22,3,13,33,41,8,0.8048780487804879,4,4,0
2024-2025,2024020046,2024-10-14,MTL,MTL vs. PIT,L,HOME,3,6,3,4,7,4,28,1,28,0.10714285714285714,22,6,8,24,29,5,0.8275862068965517,5,0,0
2024-2025,2024020044,2024-10-14,NJD,NJD vs. UTA,W,HOME,3,0,3,4,7,8,29,2,32,0.09375,9,3,10,20,20,0,1.0,0,0,0
2024-2025,2024020045,2024-10-14,NYR,NYR vs. DET,W,HOME,4,1,4,7,11,8,20,1,28,0.14285714285714285,10,4,10,31,32,1,0.96875,1,0,0
2024-2025,2024020043,2024-10-14,OTT,OTT vs. LAK,W,HOME,8,7,8,14,22,17,26,4,41,0.1951219512195122,10,3,18,19,26,7,0.7307692307692307,4,3,0
2024-2025,2024020046,2024-10-14,PIT,PIT @ MTL,W,AWAY,6,3,6,9,15,6,23,0,30,0.2,16,9,22,25,28,3,0.8928571428571429,2,1,0
2024-2025,2024020039,2024-10-14,SEA,SEA @ DAL,L,AWAY,0,2,0,0,0,8,25,0,25,0.0,16,6,12,21,23,2,0.9130434782608695,2,0,0
2024-2025,2024020044,2024-10-14,UTA,UTA @ NJD,L,AWAY,0,3,0,0,0,12,8,0,20,0.0,21,6,16,29,32,3,0.90625,1,2,0
2024-2025,2024020041,2024-10-14,VGK,VGK vs. ANA,W,HOME,3,1,3,5,8,2,16,1,32,0.09375,18,4,18,22,23,1,0.9565217391304348,1,0,0
2024-2025,2024020050,2024-10-15,CAR,CAR vs. NJD,W,HOME,4,2,4,6,10,6,20,0,31,0.12903225806451613,16,9,23,24,26,2,0.9230769230769231,1,1,0
2024-2025,2024020051,2024-10-15,CBJ,CBJ vs. FLA,L,HOME,3,4,3,5,8,6,17,0,38,0.07894736842105263,13,7,10,18,22,4,0.8181818181818182,4,0,0
2024-2025,2024020047,2024-10-15,COL,COL vs. NYI,L,HOME,2,6,2,3,5,4,24,0,34,0.058823529411764705,14,2,18,31,36,5,0.8611111111111112,4,0,0
2024-2025,2024020051,2024-10-15,FLA,FLA @ CBJ,W,AWAY,4,3,4,8,12,4,25,0,22,0.18181818181818182,13,8,23,35,38,3,0.9210526315789473,2,0,0
2024-2025,2024020052,2024-10-15,MIN,MIN @ STL,W,AWAY,4,1,3,6,9,4,24,1,26,0.11538461538461539,23,5,17,27,28,1,0.9642857142857143,1,0,0
2024-2025,2024020050,2024-10-15,NJD,NJD @ CAR,L,AWAY,2,4,2,4,6,2,26,1,26,0.07692307692307693,25,5,21,27,30,3,0.9,3,0,0
2024-2025,2024020047,2024-10-15,NYI,NYI @ COL,W,AWAY,6,2,6,8,14,6,14,0,37,0.16216216216216217,21,5,20,32,34,2,0.9411764705882353,2,0,0
2024-2025,2024020052,2024-10-15,STL,STL vs. MIN,L,HOME,1,4,1,2,3,10,22,0,28,0.03571428571428571,18,5,16,23,26,3,0.8846153846153846,1,1,0
2024-2025,2024020048,2024-10-15,TBL,TBL vs. VAN,W,HOME,4,1,4,8,12,8,13,0,27,0.14814814814814814,19,3,12,26,27,1,0.9629629629629629,0,1,0
2024-2025,2024020048,2024-10-15,VAN,VAN @ TBL,L,AWAY,1,4,1,2,3,14,23,1,27,0.037037037037037035,15,8,10,23,26,3,0.8846153846153846,3,0,0
2024-2025,2024020049,2024-10-15,VGK,VGK @ WSH,L,AWAY,2,4,2,4,6,6,9,1,26,0.07692307692307693,15,1,7,18,22,4,0.8181818181818182,3,1,0
2024-2025,2024020049,2024-10-15,WSH,WSH vs. VGK,W,HOME,4,2,4,6,10,8,24,1,22,0.18181818181818182,13,5,13,24,26,2,0.9230769230769231,1,1,0
2024-2025,2024020057,2024-10-16,BUF,BUF @ PIT,L,AWAY,5,6,5,7,12,10,21,0,33,0.15151515151515152,17,6,17,37,43,6,0.8604651162790697,3,2,0
2024-2025,2024020055,2024-10-16,CGY,CGY vs. CHI,W,HOME,3,1,3,5,8,4,29,1,27,0.1111111111111111,21,5,19,31,32,1,0.96875,1,0,0
2024-2025,2024020055,2024-10-16,CHI,CHI @ CGY,L,AWAY,1,3,1,2,3,6,14,0,32,0.03125,18,9,12,24,26,2,0.9230769230769231,1,1,0
2024-2025,2024020054,2024-10-16,DAL,DAL vs. SJS,W,HOME,3,2,2,4,6,6,19,0,38,0.05263157894736842,10,5,21,25,27,2,0.9259259259259259,2,0,0
2024-2025,2024020056,2024-10-16,EDM,EDM vs. PHI,W,HOME,4,3,4,7,11,20,23,0,31,0.12903225806451613,9,7,12,27,30,3,0.9,1,2,0
2024-2025,2024020058,2024-10-16,LAK,LAK @ TOR,L,AWAY,2,6,2,3,5,8,26,0,34,0.058823529411764705,8,6,10,20,26,6,0.7692307692307693,4,2,0
2024-2025,2024020053,2024-10-16,NSH,NSH vs. SEA,L,HOME,3,7,3,6,9,6,29,0,33,0.09090909090909091,8,5,14,28,34,6,0.8235294117647058,6,0,0
2024-2025,2024020056,2024-10-16,PHI,PHI @ EDM,L,AWAY,3,4,3,6,9,18,21,2,30,0.1,21,7,9,27,31,4,0.8709677419354839,4,0,0
2024-2025,2024020057,2024-10-16,PIT,PIT vs. BUF,W,HOME,6,5,6,10,16,4,18,2,43,0.13953488372093023,14,11,21,28,33,5,0.8484848484848485,5,0,0
2024-2025,2024020053,2024-10-16,SEA,SEA @ NSH,W,AWAY,7,3,7,11,18,6,23,0,35,0.2,19,6,15,30,33,3,0.9090909090909091,3,0,0
2024-2025,2024020054,2024-10-16,SJS,SJS @ DAL,L,AWAY,2,3,2,1,3,8,36,0,27,0.07407407407407407,18,6,21,36,38,2,0.9473684210526315,2,0,0
2024-2025,2024020058,2024-10-16,TOR,TOR vs. LAK,W,HOME,6,2,6,12,18,8,28,2,26,0.23076923076923078,17,4,6,32,34,2,0.9411764705882353,2,0,0
2024-2025,2024020060,2024-10-17,ANA,ANA vs. UTA,W,HOME,5,4,5,8,13,8,19,0,34,0.14705882352941177,19,6,21,26,30,4,0.8666666666666667,3,1,0
2024-2025,2024020059,2024-10-17,BOS,BOS @ COL,W,AWAY,5,3,5,5,10,11,35,2,26,0.19230769230769232,14,4,15,22,25,3,0.88,0,3,0
2024-2025,2024020067,2024-10-17,BUF,BUF @ CBJ,L,AWAY,4,6,4,6,10,6,18,0,24,0.16666666666666666,8,6,13,19,25,6,0.76,5,1,0
2024-2025,2024020067,2024-10-17,CBJ,CBJ vs. BUF,W,HOME,6,4,6,9,15,4,16,1,25,0.24,17,7,14,20,24,4,0.8333333333333334,4,0,0
2024-2025,2024020059,2024-10-17,COL,COL vs. BOS,L,HOME,3,5,3,6,9,13,35,3,25,0.12,15,6,20,21,25,4,0.84,2,2,0
2024-2025,2024020066,2024-10-17,DAL,DAL @ WSH,L,AWAY,2,3,2,3,5,8,10,0,24,0.08333333333333333,12,3,17,23,26,3,0.8846153846153846,3,0,0
2024-2025,2024020063,2024-10-17,DET,DET vs. NYR,L,HOME,2,5,2,4,6,12,20,1,31,0.06451612903225806,16,5,18,29,34,5,0.8529411764705882,2,3,0
2024-2025,2024020065,2024-10-17,FLA,FLA vs. VAN,L,HOME,2,3,2,4,6,9,35,1,28,0.07142857142857142,10,0,7,30,33,3,0.9090909090909091,3,0,0
2024-2025,2024020061,2024-10-17,LAK,LAK @ MTL,W,AWAY,4,1,4,7,11,10,25,0,32,0.125,12,6,12,26,27,1,0.9629629629629629,1,0,0
2024-2025,2024020061,2024-10-17,MTL,MTL vs. LAK,L,HOME,1,4,1,2,3,4,34,0,27,0.037037037037037035,19,9,13,28,31,3,0.9032258064516129,3,0,0
2024-2025,2024020062,2024-10-17,NJD,NJD @ OTT,W,AWAY,3,1,3,4,7,6,22,0,35,0.08571428571428572,11,3,14,30,31,1,0.967741935483871,0,1,0
2024-2025,2024020063,2024-10-17,NYR,NYR @ DET,W,AWAY,5,2,5,10,15,14,14,3,34,0.14705882352941177,11,8,14,29,31,2,0.9354838709677419,1,1,0
2024-2025,2024020062,2024-10-17,OTT,OTT vs. NJD,L,HOME,1,3,1,2,3,4,27,1,31,0.03225806451612903,18,4,16,32,35,3,0.9142857142857143,2,0,0
2024-2025,2024020064,2024-10-17,TBL,TBL vs. VGK,W,HOME,4,3,4,7,11,6,22,0,25,0.16,9,2,13,22,25,3,0.88,2,1,0
2024-2025,2024020060,2024-10-17,UTA,UTA @ ANA,L,AWAY,4,5,4,7,11,14,9,1,30,0.13333333333333333,20,6,19,29,34,5,0.8529411764705882,5,0,0
2024-2025,2024020065,2024-10-17,VAN,VAN @ FLA,W,AWAY,3,2,3,6,9,9,41,0,33,0.09090909090909091,18,2,13,26,28,2,0.9285714285714286,1,1,0
2024-2025,2024020064,2024-10-17,VGK,VGK @ TBL,L,AWAY,3,4,3,5,8,2,16,1,25,0.12,20,4,11,21,25,4,0.84,4,0,0
2024-2025,2024020066,2024-10-17,WSH,WSH vs. DAL,W,HOME,3,2,3,4,7,8,26,0,26,0.11538461538461539,26,4,16,22,24,2,0.9166666666666666,1,0,0
2024-2025,2024020072,2024-10-18,CAR,CAR @ PIT,W,AWAY,4,1,4,8,12,12,15,2,38,0.10526315789473684,13,6,14,25,26,1,0.9615384615384616,1,0,0
2024-2025,2024020070,2024-10-18,CHI,CHI vs. SJS,W,HOME,4,2,4,6,10,6,13,2,27,0.14814814814814814,18,7,6,20,22,2,0.9090909090909091,2,0,0
2024-2025,2024020069,2024-10-18,EDM,EDM @ NSH,W,AWAY,4,2,4,4,8,11,9,0,36,0.1111111111111111,18,1,18,25,27,2,0.9259259259259259,1,1,0
2024-2025,2024020069,2024-10-18,NSH,NSH vs. EDM,L,HOME,2,4,2,3,5,13,29,1,27,0.07407407407407407,15,5,21,32,35,3,0.9142857142857143,3,0,0
2024-2025,2024020068,2024-10-18,NYI,NYI @ STL,L,AWAY,0,1,0,0,0,4,23,0,34,0.0,21,5,13,29,30,1,0.9666666666666667,1,0,0
2024-2025,2024020071,2024-10-18,PHI,PHI @ SEA,L,AWAY,4,6,4,7,11,19,27,1,25,0.16,21,9,10,23,29,6,0.7931034482758621,5,1,0
2024-2025,2024020072,2024-10-18,PIT,PIT vs. CAR,L,HOME,1,4,1,2,3,10,27,0,26,0.038461538461538464,21,3,17,34,38,4,0.8947368421052632,2,2,0
2024-2025,2024020071,2024-10-18,SEA,SEA vs. PHI,W,HOME,6,4,6,12,18,15,21,1,29,0.20689655172413793,19,8,12,21,25,4,0.84,3,1,0
2024-2025,2024020070,2024-10-18,SJS,SJS @ CHI,L,AWAY,2,4,2,4,6,14,22,0,22,0.09090909090909091,18,6,8,23,27,4,0.8518518518518519,2,2,0
2024-2025,2024020068,2024-10-18,STL,STL vs. NYI,W,HOME,1,0,1,1,2,6,30,0,30,0.03333333333333333,12,5,12,34,34,0,1.0,0,0,0
2024-2025,2024020074,2024-10-19,ANA,ANA @ COL,L,AWAY,3,4,3,2,5,8,21,0,19,0.15789473684210525,27,3,10,45,49,4,0.9183673469387755,3,1,0
2024-2025,2024020084,2024-10-19,CAR,CAR @ STL,L,AWAY,3,4,3,6,9,14,13,1,40,0.075,5,9,11,15,19,4,0.7894736842105263,4,0,0
2024-2025,2024020083,2024-10-19,CBJ,CBJ vs. MIN,L,HOME,1,3,1,2,3,6,27,0,24,0.041666666666666664,11,10,18,31,34,3,0.9117647058823529,2,1,0
2024-2025,2024020074,2024-10-19,COL,COL vs. ANA,W,HOME,4,3,4,7,11,6,16,1,49,0.08163265306122448,19,5,15,16,19,3,0.8421052631578947,3,0,0
2024-2025,2024020077,2024-10-19,DAL,DAL vs. EDM,W,HOME,4,1,4,7,11,4,23,1,24,0.16666666666666666,22,10,15,30,31,1,0.967741935483871,1,0,0
2024-2025,2024020076,2024-10-19,DET,DET @ NSH,W,AWAY,5,2,5,7,12,6,25,1,24,0.20833333333333334,16,12,16,37,39,2,0.9487179487179487,1,1,0
2024-2025,2024020077,2024-10-19,EDM,EDM @ DAL,L,AWAY,1,4,1,2,3,2,10,0,31,0.03225806451612903,12,8,23,20,23,3,0.8695652173913043,2,1,0
2024-2025,2024020078,2024-10-19,FLA,FLA vs. VGK,W,HOME,4,3,4,8,12,2,17,1,49,0.08163265306122448,17,5,23,23,26,3,0.8846153846153846,3,0,0
