SEASON_YEAR,GAME_ID,GAME_DATE,TEAM_ABBREVIATION,MATCHUP,WL,HOME_AWAY,PTS,PTS_AGAINST,GOALS,ASSISTS,POINTS,PIM,HITS,POWER_PLAY_GOALS,SHOTS,SHOOTING_PCT,BLOCKED_SHOTS,TAKEAWAYS,GIVEAWAYS,SAVES,SHOTS_AGAINST,GOALS_AGAINST,SAVE_PCT,EVEN_STRENGTH_GOALS_AGAINST,POWER_PLAY_GOALS_AGAINST,SHORT_HANDED_GOALS_AGAINST
2020-2021,2020020022,2021-01-16,COL,COL vs. STL,W,HOME,8,0,8,12,20,10,21,5,38,0.21052631578947367,10,16,2,21,21,0,1.0,0,0,0
2020-2021,2020020023,2021-01-16,NJD,NJD vs. BOS,W,HOME,2,1,2,4,6,11,23,0,31,0.06451612903225806,7,6,12,27,28,1,0.9642857142857143,0,0,0
2020-2021,2020020021,2021-01-16,OTT,OTT vs. TOR,W,HOME,5,3,5,10,15,12,33,1,24,0.20833333333333334,19,9,8,20,23,3,0.8695652173913043,1,2,0
2020-2021,2020020018,2021-01-16,PHI,PHI vs. PIT,W,HOME,5,2,5,10,15,10,25,1,20,0.25,5,4,6,31,33,2,0.9393939393939394,1,1,0
2020-2021,2020020018,2021-01-16,PIT,PIT @ PHI,L,AWAY,2,5,2,4,6,10,31,1,33,0.06060606060606061,11,6,5,15,19,4,0.7894736842105263,3,1,0
2020-2021,2020020030,2021-01-16,SJS,SJS @ ARI,L,AWAY,3,5,3,4,7,10,23,2,34,0.08823529411764706,10,7,5,21,26,5,0.8076923076923077,4,1,0
2020-2021,2020020022,2021-01-16,STL,STL @ COL,L,AWAY,0,8,0,0,0,16,21,0,21,0.0,7,10,6,30,38,8,0.7894736842105263,3,5,0
2020-2021,2020020019,2021-01-16,TBL,TBL vs. CHI,W,HOME,5,2,5,9,14,8,14,0,37,0.13513513513513514,8,3,3,35,37,2,0.9459459459459459,1,1,0
2020-2021,2020020021,2021-01-16,TOR,TOR @ OTT,L,AWAY,3,5,3,4,7,20,12,2,23,0.13043478260869565,10,4,6,19,24,5,0.7916666666666666,4,1,0
2020-2021,2020020017,2021-01-16,WSH,WSH @ BUF,W,AWAY,2,1,2,2,4,10,27,0,21,0.09523809523809523,7,1,5,30,31,1,0.967741935483871,1,0,0
2020-2021,2020020031,2021-01-17,ANA,ANA @ VGK,L,AWAY,1,2,1,2,3,2,23,0,22,0.045454545454545456,17,4,3,31,33,2,0.9393939393939394,2,0,0
2020-2021,2020020025,2021-01-17,CAR,CAR @ DET,L,AWAY,2,4,2,3,5,4,23,1,31,0.06451612903225806,9,1,4,17,20,3,0.85,3,0,0
2020-2021,2020020026,2021-01-17,CBJ,CBJ @ NSH,L,AWAY,2,5,2,4,6,6,11,0,44,0.045454545454545456,17,3,4,28,33,5,0.8484848484848485,5,0,0
2020-2021,2020020028,2021-01-17,CGY,CGY vs. VAN,W,HOME,3,0,3,6,9,8,16,3,35,0.08571428571428572,14,8,7,32,32,0,1.0,0,0,0
2020-2021,2020020025,2021-01-17,DET,DET vs. CAR,W,HOME,4,2,4,6,10,10,14,0,21,0.19047619047619047,16,5,9,29,31,2,0.9354838709677419,1,1,0
2020-2021,2020020029,2021-01-17,EDM,EDM vs. MTL,L,HOME,1,5,1,2,3,4,32,0,35,0.02857142857142857,11,6,15,31,36,5,0.8611111111111112,3,1,0
2020-2021,2020020032,2021-01-17,LAK,LAK vs. MIN,L,HOME,3,4,3,5,8,10,18,0,33,0.09090909090909091,14,2,16,40,44,4,0.9090909090909091,4,0,0
2020-2021,2020020032,2021-01-17,MIN,MIN @ LAK,W,AWAY,4,3,4,7,11,12,17,0,44,0.09090909090909091,8,0,2,30,33,3,0.9090909090909091,3,0,0
2020-2021,2020020029,2021-01-17,MTL,MTL @ EDM,W,AWAY,5,1,5,6,11,6,34,1,36,0.1388888888888889,21,3,10,34,35,1,0.9714285714285714,1,0,0
2020-2021,2020020026,2021-01-17,NSH,NSH vs. CBJ,W,HOME,5,2,5,6,11,2,16,0,33,0.15151515151515152,10,4,6,42,44,2,0.9545454545454546,2,0,0
2020-2021,2020020024,2021-01-17,NYI,NYI @ NYR,L,AWAY,0,5,0,0,0,26,31,0,23,0.0,20,8,9,27,32,5,0.84375,4,1,0
2020-2021,2020020024,2021-01-17,NYR,NYR vs. NYI,W,HOME,5,0,5,6,11,8,22,1,32,0.15625,6,13,14,23,23,0,1.0,0,0,0
2020-2021,2020020027,2021-01-17,OTT,OTT vs. TOR,L,HOME,2,3,2,4,6,8,30,0,19,0.10526315789473684,21,8,14,37,40,3,0.925,2,1,0
2020-2021,2020020035,2021-01-17,PIT,PIT vs. WSH,W,HOME,4,3,3,5,8,6,33,0,27,0.1111111111111111,10,8,6,20,23,3,0.8695652173913043,2,1,0
2020-2021,2020020027,2021-01-17,TOR,TOR @ OTT,W,AWAY,3,2,3,5,8,10,15,1,40,0.075,6,5,7,17,19,2,0.8947368421052632,2,0,0
2020-2021,2020020028,2021-01-17,VAN,VAN @ CGY,L,AWAY,0,3,0,0,0,12,11,0,32,0.0,11,7,9,32,35,3,0.9142857142857143,0,3,0
2020-2021,2020020031,2021-01-17,VGK,VGK vs. ANA,W,HOME,2,1,2,3,5,4,29,0,33,0.06060606060606061,18,3,2,21,22,1,0.9545454545454546,1,0,0
2020-2021,2020020035,2021-01-17,WSH,WSH @ PIT,L,AWAY,3,4,3,4,7,10,46,1,23,0.13043478260869565,9,4,9,24,27,3,0.8888888888888888,3,0,0
2020-2021,2020020036,2021-01-18,BOS,BOS @ NYI,L,AWAY,0,1,0,0,0,12,26,0,27,0.0,12,2,10,16,17,1,0.9411764705882353,1,0,0
2020-2021,2020020038,2021-01-18,CBJ,CBJ @ DET,W,AWAY,3,2,3,4,7,24,11,0,29,0.10344827586206896,11,2,4,35,37,2,0.9459459459459459,2,0,0
2020-2021,2020020034,2021-01-18,CHI,CHI @ FLA,L,AWAY,2,5,2,4,6,6,24,1,30,0.06666666666666667,8,6,13,31,36,5,0.8611111111111112,4,1,0
2020-2021,2020020038,2021-01-18,DET,DET vs. CBJ,L,HOME,2,3,2,3,5,22,14,0,37,0.05405405405405406,15,5,13,26,29,3,0.896551724137931,3,0,0
2020-2021,2020020034,2021-01-18,FLA,FLA vs. CHI,W,HOME,5,2,5,8,13,6,30,1,36,0.1388888888888889,14,13,24,28,30,2,0.9333333333333333,1,1,0
2020-2021,2020020036,2021-01-18,NYI,NYI vs. BOS,W,HOME,1,0,1,2,3,6,31,0,17,0.058823529411764705,17,7,8,27,27,0,1.0,0,0,0
2020-2021,2020020045,2021-01-19,ANA,ANA vs. MIN,W,HOME,1,0,1,2,3,12,26,0,27,0.037037037037037035,15,4,5,34,34,0,1.0,0,0,0
2020-2021,2020020044,2021-01-19,ARI,ARI @ VGK,L,AWAY,2,4,2,2,4,10,30,1,32,0.0625,13,7,4,24,27,3,0.8888888888888888,3,0,0
2020-2021,2020020037,2021-01-19,BUF,BUF @ PHI,W,AWAY,6,1,6,9,15,2,28,2,37,0.16216216216216217,17,2,4,21,22,1,0.9545454545454546,1,0,0
2020-2021,2020020040,2021-01-19,CAR,CAR @ NSH,W,AWAY,4,2,4,6,10,10,10,1,24,0.16666666666666666,12,2,6,31,33,2,0.9393939393939394,1,1,0
2020-2021,2020020042,2021-01-19,CGY,CGY vs. VAN,W,HOME,5,2,5,5,10,8,10,2,32,0.15625,8,5,15,25,27,2,0.9259259259259259,1,0,0
2020-2021,2020020043,2021-01-19,EDM,EDM vs. MTL,L,HOME,1,3,1,0,1,10,17,0,26,0.038461538461538464,13,3,8,31,34,3,0.9117647058823529,1,1,0
2020-2021,2020020045,2021-01-19,MIN,MIN @ ANA,L,AWAY,0,1,0,0,0,6,21,0,34,0.0,7,4,2,26,27,1,0.9629629629629629,1,0,0
2020-2021,2020020043,2021-01-19,MTL,MTL @ EDM,W,AWAY,3,1,3,5,8,14,31,1,34,0.08823529411764706,9,2,3,25,26,1,0.9615384615384616,0,0,0
2020-2021,2020020040,2021-01-19,NSH,NSH vs. CAR,L,HOME,2,4,2,4,6,8,13,1,33,0.06060606060606061,17,1,6,20,23,3,0.8695652173913043,2,1,0
2020-2021,2020020037,2021-01-19,PHI,PHI vs. BUF,L,HOME,1,6,1,2,3,6,24,0,22,0.045454545454545456,12,2,11,31,37,6,0.8378378378378378,4,2,0
2020-2021,2020020039,2021-01-19,SJS,SJS @ STL,L,AWAY,4,5,4,8,12,6,8,2,26,0.15384615384615385,10,5,3,28,33,5,0.8484848484848485,5,0,0
2020-2021,2020020039,2021-01-19,STL,STL vs. SJS,W,HOME,5,4,5,9,14,6,13,0,33,0.15151515151515152,3,4,1,22,26,4,0.8461538461538461,2,2,0
2020-2021,2020020041,2021-01-19,TOR,TOR vs. WPG,W,HOME,3,1,3,6,9,10,25,1,38,0.07894736842105263,10,10,12,27,28,1,0.9642857142857143,1,0,0
2020-2021,2020020042,2021-01-19,VAN,VAN @ CGY,L,AWAY,2,5,2,1,3,14,14,0,27,0.07407407407407407,12,6,9,27,31,4,0.8709677419354839,2,2,0
2020-2021,2020020044,2021-01-19,VGK,VGK vs. ARI,W,HOME,4,2,4,6,10,10,21,0,28,0.14285714285714285,20,5,4,30,32,2,0.9375,0,1,0
2020-2021,2020020041,2021-01-19,WPG,WPG @ TOR,L,AWAY,1,3,1,2,3,4,31,0,28,0.03571428571428571,11,6,13,35,37,2,0.9459459459459459,1,1,0
2020-2021,2020020047,2021-01-20,BUF,BUF @ PHI,L,AWAY,0,3,0,0,0,4,18,0,40,0.0,7,4,4,27,29,2,0.9310344827586207,2,0,0
2020-2021,2020020051,2021-01-20,CBJ,CBJ @ DET,L,AWAY,2,3,2,4,6,2,15,0,24,0.08333333333333333,17,2,8,24,27,3,0.8888888888888888,2,1,0
2020-2021,2020020049,2021-01-20,CHI,CHI @ FLA,L,AWAY,4,5,4,8,12,8,28,2,36,0.1111111111111111,16,8,14,25,30,5,0.8333333333333334,3,2,0
2020-2021,2020020054,2021-01-20,COL,COL @ LAK,W,AWAY,3,2,3,6,9,6,12,2,24,0.125,14,2,4,23,25,2,0.92,1,1,0
2020-2021,2020020051,2021-01-20,DET,DET vs. CBJ,W,HOME,3,2,3,5,8,2,12,1,27,0.1111111111111111,10,3,11,22,24,2,0.9166666666666666,2,0,0
2020-2021,2020020049,2021-01-20,FLA,FLA vs. CHI,W,HOME,5,4,5,10,15,4,25,2,30,0.16666666666666666,13,9,14,32,36,4,0.8888888888888888,2,2,0
2020-2021,2020020054,2021-01-20,LAK,LAK vs. COL,L,HOME,2,3,2,4,6,12,18,1,25,0.08,12,2,11,21,24,3,0.875,1,2,0
2020-2021,2020020046,2021-01-20,NJD,NJD @ NYR,W,AWAY,4,3,4,6,10,10,21,1,28,0.14285714285714285,18,7,10,47,50,3,0.94,1,2,0
2020-2021,2020020046,2021-01-20,NYR,NYR vs. NJD,L,HOME,3,4,3,6,9,4,25,2,50,0.06,10,6,19,24,28,4,0.8571428571428571,3,1,0
2020-2021,2020020053,2021-01-20,OTT,OTT vs. WPG,L,HOME,3,4,3,6,9,10,26,2,41,0.07317073170731707,17,11,9,24,28,4,0.8571428571428571,3,1,0
2020-2021,2020020047,2021-01-20,PHI,PHI vs. BUF,W,HOME,3,0,3,4,7,6,37,0,30,0.1,16,7,11,40,40,0,1.0,0,0,0
2020-2021,2020020050,2021-01-20,PIT,PIT vs. WSH,W,HOME,5,4,5,8,13,4,37,2,30,0.16666666666666666,17,2,4,22,26,4,0.8461538461538461,4,0,0
2020-2021,2020020053,2021-01-20,WPG,WPG @ OTT,W,AWAY,4,3,4,8,12,10,25,1,28,0.14285714285714285,8,4,11,38,41,3,0.926829268292683,1,2,0
2020-2021,2020020050,2021-01-20,WSH,WSH @ PIT,L,AWAY,4,5,4,6,10,6,54,0,26,0.15384615384615385,15,2,4,25,30,5,0.8333333333333334,2,2,0
2020-2021,2020020059,2021-01-21,ANA,ANA vs. MIN,L,HOME,2,3,2,4,6,8,21,0,24,0.08333333333333333,19,6,11,29,32,3,0.90625,1,1,0
2020-2021,2020020058,2021-01-21,ARI,ARI @ VGK,L,AWAY,2,5,2,3,5,14,23,0,23,0.08695652173913043,14,9,6,24,29,5,0.8275862068965517,4,1,0
2020-2021,2020020056,2021-01-21,EDM,EDM @ TOR,W,AWAY,3,1,3,4,7,4,25,1,22,0.13636363636363635,19,4,6,25,26,1,0.9615384615384616,1,0,0
2020-2021,2020020059,2021-01-21,MIN,MIN @ ANA,W,AWAY,3,2,3,3,6,4,20,1,32,0.09375,14,3,13,22,24,2,0.9166666666666666,2,0,0
2020-2021,2020020057,2021-01-21,MTL,MTL @ VAN,L,AWAY,5,6,5,7,12,12,38,1,36,0.1388888888888889,15,3,3,23,28,5,0.8214285714285714,2,3,0
2020-2021,2020020055,2021-01-21,SJS,SJS @ STL,W,AWAY,2,1,1,2,3,10,12,0,38,0.02631578947368421,8,2,1,22,23,1,0.9565217391304348,1,0,0
2020-2021,2020020055,2021-01-21,STL,STL vs. SJS,L,HOME,1,2,1,2,3,12,13,0,23,0.043478260869565216,13,2,3,37,38,1,0.9736842105263158,1,0,0
2020-2021,2020020056,2021-01-21,TOR,TOR vs. EDM,L,HOME,1,3,1,2,3,6,20,0,26,0.038461538461538464,6,2,9,19,21,2,0.9047619047619048,1,1,0
2020-2021,2020020057,2021-01-21,VAN,VAN vs. MTL,W,HOME,6,5,5,8,13,2,34,3,28,0.17857142857142858,12,5,5,31,36,5,0.8611111111111112,4,1,0
2020-2021,2020020058,2021-01-21,VGK,VGK vs. ARI,W,HOME,5,2,5,10,15,8,23,1,29,0.1724137931034483,14,5,6,21,23,2,0.9130434782608695,2,0,0
2020-2021,2020020060,2021-01-22,BOS,BOS vs. PHI,W,HOME,5,4,4,8,12,10,24,1,43,0.09302325581395349,9,8,5,22,26,4,0.8461538461538461,2,2,0
2020-2021,2020020063,2021-01-22,CBJ,CBJ vs. TBL,L,HOME,2,3,2,3,5,7,19,1,25,0.08,13,6,6,34,37,3,0.918918918918919,3,0,0
2020-2021,2020020066,2021-01-22,COL,COL @ LAK,L,AWAY,2,4,2,3,5,10,14,1,26,0.07692307692307693,15,0,5,23,26,3,0.8846153846153846,1,2,0
2020-2021,2020020066,2021-01-22,LAK,LAK vs. COL,W,HOME,4,2,4,7,11,8,15,2,27,0.14814814814814814,19,3,7,24,26,2,0.9230769230769231,1,1,0
2020-2021,2020020065,2021-01-22,MTL,MTL @ VAN,W,AWAY,7,3,7,10,17,12,17,1,42,0.16666666666666666,5,8,1,14,17,3,0.8235294117647058,2,1,0
2020-2021,2020020061,2021-01-22,NJD,NJD @ NYI,L,AWAY,1,4,1,1,2,4,24,0,31,0.03225806451612903,14,0,11,31,35,4,0.8857142857142857,2,2,0
2020-2021,2020020061,2021-01-22,NYI,NYI vs. NJD,W,HOME,4,1,4,8,12,2,21,2,35,0.11428571428571428,22,1,10,30,31,1,0.967741935483871,1,0,0
2020-2021,2020020064,2021-01-22,OTT,OTT vs. WPG,L,HOME,1,4,1,2,3,27,51,0,29,0.034482758620689655,17,4,15,25,29,4,0.8620689655172413,4,0,0
2020-2021,2020020060,2021-01-22,PHI,PHI @ BOS,L,AWAY,4,5,4,8,12,6,21,2,26,0.15384615384615385,15,10,8,39,43,4,0.9069767441860465,3,1,0
2020-2021,2020020063,2021-01-22,TBL,TBL @ CBJ,W,AWAY,3,2,3,6,9,13,29,0,37,0.08108108108108109,12,8,9,23,25,2,0.92,1,1,0
2020-2021,2020020065,2021-01-22,VAN,VAN vs. MTL,L,HOME,3,7,3,6,9,22,24,1,17,0.17647058823529413,18,4,8,35,42,7,0.8333333333333334,4,1,0
2020-2021,2020020064,2021-01-22,WPG,WPG @ OTT,W,AWAY,4,1,4,8,12,19,14,0,29,0.13793103448275862,10,7,4,28,29,1,0.9655172413793104,1,0,0
2020-2021,2020020074,2021-01-23,ANA,ANA vs. COL,L,HOME,2,3,2,4,6,6,19,0,38,0.05263157894736842,21,6,9,29,32,3,0.90625,2,1,0
2020-2021,2020020073,2021-01-23,ARI,ARI vs. VGK,W,HOME,5,2,5,8,13,8,22,2,26,0.19230769230769232,13,8,8,29,31,2,0.9354838709677419,1,1,0
2020-2021,2020020067,2021-01-23,BUF,BUF @ WSH,L,AWAY,3,4,3,3,6,4,20,0,27,0.1111111111111111,12,2,3,29,32,3,0.90625,3,0,0
2020-2021,2020020077,2021-01-23,CBJ,CBJ vs. TBL,W,HOME,5,2,5,10,15,6,24,0,28,0.17857142857142858,9,5,4,30,32,2,0.9375,1,1,0
2020-2021,2020020069,2021-01-23,CHI,CHI vs. DET,W,HOME,4,1,4,8,12,10,24,2,28,0.14285714285714285,17,9,14,30,31,1,0.967741935483871,1,0,0
2020-2021,2020020074,2021-01-23,COL,COL @ ANA,W,AWAY,3,2,3,5,8,10,20,1,32,0.09375,11,7,11,36,38,2,0.9473684210526315,2,0,0
2020-2021,2020020072,2021-01-23,DAL,DAL vs. NSH,W,HOME,7,0,7,11,18,10,21,5,28,0.25,13,2,14,34,34,0,1.0,0,0,0
2020-2021,2020020069,2021-01-23,DET,DET @ CHI,L,AWAY,1,4,1,2,3,10,31,0,31,0.03225806451612903,10,9,12,24,27,3,0.8888888888888888,1,2,0
2020-2021,2020020070,2021-01-23,EDM,EDM @ TOR,L,AWAY,2,4,2,3,5,4,34,0,32,0.0625,17,2,8,25,28,3,0.8928571428571429,1,2,0
2020-2021,2020020071,2021-01-23,MIN,MIN vs. SJS,W,HOME,4,1,4,6,10,8,8,0,29,0.13793103448275862,24,4,3,28,29,1,0.9655172413793104,1,0,0
2020-2021,2020020072,2021-01-23,NSH,NSH @ DAL,L,AWAY,0,7,0,0,0,16,14,0,34,0.0,14,6,5,21,28,7,0.75,1,5,0
2020-2021,2020020068,2021-01-23,NYR,NYR @ PIT,L,AWAY,3,4,3,4,7,4,40,1,34,0.08823529411764706,10,7,4,25,28,3,0.8928571428571429,2,1,0
2020-2021,2020020068,2021-01-23,PIT,PIT vs. NYR,W,HOME,4,3,3,4,7,8,30,1,28,0.10714285714285714,10,10,11,31,34,3,0.9117647058823529,2,1,0
2020-2021,2020020071,2021-01-23,SJS,SJS @ MIN,L,AWAY,1,4,1,2,3,8,7,0,29,0.034482758620689655,12,4,2,25,27,2,0.9259259259259259,2,0,0
2020-2021,2020020077,2021-01-23,TBL,TBL @ CBJ,L,AWAY,2,5,2,4,6,4,24,1,32,0.0625,8,2,4,23,27,4,0.8518518518518519,4,0,0
2020-2021,2020020070,2021-01-23,TOR,TOR vs. EDM,W,HOME,4,2,4,6,10,4,26,2,29,0.13793103448275862,15,9,16,30,32,2,0.9375,1,0,0
2020-2021,2020020073,2021-01-23,VGK,VGK @ ARI,L,AWAY,2,5,2,2,4,12,24,1,31,0.06451612903225806,21,4,5,21,25,4,0.84,3,1,0
2020-2021,2020020067,2021-01-23,WSH,WSH vs. BUF,W,HOME,4,3,3,6,9,6,24,0,32,0.09375,11,5,7,24,27,3,0.8888888888888888,3,0,0
2020-2021,2020020090,2021-01-24,ARI,ARI vs. VGK,L,HOME,0,1,0,0,0,4,27,0,16,0.0,16,4,5,26,27,1,0.9629629629629629,1,0,0
2020-2021,2020020075,2021-01-24,BOS,BOS vs. PHI,W,HOME,6,1,6,12,18,4,26,3,26,0.23076923076923078,14,9,4,16,17,1,0.9411764705882353,1,0,0
2020-2021,2020020082,2021-01-24,BUF,BUF @ WSH,W,AWAY,4,3,3,6,9,6,11,3,48,0.0625,15,2,1,28,31,3,0.9032258064516129,1,2,0
2020-2021,2020020087,2021-01-24,CGY,CGY vs. TOR,L,HOME,2,3,2,4,6,8,13,1,33,0.06060606060606061,3,7,12,29,32,3,0.90625,2,1,0
2020-2021,2020020084,2021-01-24,CHI,CHI vs. DET,W,HOME,6,2,6,8,14,10,26,1,35,0.17142857142857143,14,8,11,25,27,2,0.9259259259259259,0,2,0
2020-2021,2020020084,2021-01-24,DET,DET @ CHI,L,AWAY,2,6,2,4,6,4,34,2,27,0.07407407407407407,11,10,10,29,35,6,0.8285714285714286,5,1,0
2020-2021,2020020078,2021-01-24,LAK,LAK @ STL,L,AWAY,2,4,2,4,6,4,10,1,23,0.08695652173913043,3,1,4,26,29,3,0.896551724137931,2,1,0
2020-2021,2020020080,2021-01-24,MTL,MTL @ VAN,W,AWAY,5,2,5,6,11,23,20,0,33,0.15151515151515152,12,4,1,23,25,2,0.92,2,0,0
2020-2021,2020020079,2021-01-24,OTT,OTT @ WPG,L,AWAY,3,6,3,6,9,11,29,0,21,0.14285714285714285,14,5,9,32,37,5,0.8648648648648649,3,2,0
2020-2021,2020020075,2021-01-24,PHI,PHI @ BOS,L,AWAY,1,6,1,1,2,8,24,0,17,0.058823529411764705,10,6,6,20,26,6,0.7692307692307693,3,3,0
2020-2021,2020020078,2021-01-24,STL,STL vs. LAK,W,HOME,4,2,4,7,11,8,17,1,30,0.13333333333333333,17,1,1,21,23,2,0.9130434782608695,1,1,0
